theta_over_pi,level,inverse_xi,momentum,flux_label
0.5,9,0.98370476729780765,2.6726377783628976,"QN(""Sz"",0)"
0.59999999999999998,9,0.97530465659278309,-2.684120148571842,"QN(""Sz"",0)"
0.69999999999999996,9,0.97082846270573264,-2.692335839131621,"QN(""Sz"",0)"
0,10,1.0647365562143316,-0.48307065296022228,"QN(""Sz"",0)"
0.10000000000000001,10,1.060532924931032,0.48350280773071797,"QN(""Sz"",0)"
0.20000000000000001,10,1.0510330207857681,0.48610541488590725,"QN(""Sz"",0)"
0.29999999999999999,10,1.0368107699527223,-0.49250301550866077,"QN(""Sz"",0)"
0.40000000000000002,10,0.87469231264007974,-2.2299372356776201,"QN(""Sz"",0)"
0.5,10,0.98370476729781331,-2.6726377783628932,"QN(""Sz"",0)"
0.59999999999999998,10,0.97594304694130785,-2.8958132721786112e-15,"QN(""Sz"",0)"
0.69999999999999996,10,1.0108376251972593,2.1572358317771745e-15,"QN(""Sz"",0)"
0,11,1.0672224910738246,2.7161014520704598,"QN(""Sz"",0)"
0.10000000000000001,11,1.0670248497431802,-2.7136752783250389,"QN(""Sz"",0)"
0.20000000000000001,11,1.0658062838894766,2.7049465939473052,"QN(""Sz"",0)"
0.29999999999999999,11,1.0641540126431457,2.691163514966294,"QN(""Sz"",0)"
0.40000000000000002,11,0.87469231264008385,2.2299372356776201,"QN(""Sz"",0)"
0.5,11,0.98902167138531061,-3.4528561377199062e-16,"QN(""Sz"",0)"
0.59999999999999998,11,1.0535193135397303,1.6978519626514817e-12,"QN(""Sz"",0)"
0.69999999999999996,11,1.0512051127648687,-6.6888933543299552e-13,"QN(""Sz"",0)"
0,12,1.0672224910738246,-2.7161014520704598,"QN(""Sz"",0)"
0.10000000000000001,12,1.0670248497431902,2.7136752783250446,"QN(""Sz"",0)"
0.20000000000000001,12,1.0658062838894775,-2.7049465939473092,"QN(""Sz"",0)"
0.29999999999999999,12,1.0641540126431488,-2.6911635149662945,"QN(""Sz"",0)"
0.40000000000000002,12,1.045894935255218,-2.6543162055931195,"QN(""Sz"",0)"
0.5,12,1.0255731465671576,1.0923167841033077,"QN(""Sz"",0)"
0.59999999999999998,12,1.0682708348562393,-0.54809777499690948,"QN(""Sz"",0)"
0.69999999999999996,12,1.0848104788018016,-1.8001963090694316e-13,"QN(""Sz"",0)"
0,13,1.1416667501550108,2.2916017447000967,"QN(""Sz"",0)"
0.10000000000000001,13,1.1357682756598184,-2.2891983499439617,"QN(""Sz"",0)"
0.20000000000000001,13,1.1169296862597518,-2.2821806183906261,"QN(""Sz"",0)"
0.29999999999999999,13,1.0830495754606542,2.2699846199105269,"QN(""Sz"",0)"
0.40000000000000002,13,1.0458949352552356,2.6543162055931164,"QN(""Sz"",0)"
0.5,13,1.0255731465671776,-1.0923167841033097,"QN(""Sz"",0)"
0.59999999999999998,13,1.0682708348562413,0.54809777499690926,"QN(""Sz"",0)"
0.69999999999999996,13,1.0879813666449372,1.0853849738867729,"QN(""Sz"",0)"
0,14,1.1416667501550108,-2.2916017447000967,"QN(""Sz"",0)"
0.10000000000000001,14,1.1357682756598246,2.2891983499439608,"QN(""Sz"",0)"
0.20000000000000001,14,1.1169296862597546,2.2821806183906217,"QN(""Sz"",0)"
0.29999999999999999,14,1.0830495754606639,-2.2699846199105256,"QN(""Sz"",0)"
0.40000000000000002,14,1.0499367996823337,0.51975929921352793,"QN(""Sz"",0)"
0.5,14,1.0312817483859267,0.54743442210982685,"QN(""Sz"",0)"
0.59999999999999998,14,1.0692683242042684,1.4419034780327557e-11,"QN(""Sz"",0)"
0.69999999999999996,14,1.0879813666449436,-1.0853849738867642,"QN(""Sz"",0)"
